0.55334,4.388,-0.79266,0.66033,-2.1241,-2,1,0.11398,0.81445,5.6733,0,4
0.49221,-3.0328,0.38314,-1.1252,-2.2439,-1,1,0.019225,2.8124,14.969,0,3
-0.33024,-1.8817,0.81541,0.89168,-1.9362,0,1,0.026209,4.6539,7.4885,1,3
-0.98001,2.376,0.35351,0.2806,-1.1392,-1,1,1.6901,7.3468,4.6001,2,6
0.008093,-1.8301,-0.87126,0.51111,-1.0849,2,1,4.1601,19.498,7.0428,2,5
-0.64633,1.5105,0.74821,-0.5517,0.067673,-1,1,1.1127,2.1053,17.477,0,3
0.2747,-2.8138,1.31,0.13501,1.3293,2,1,0.069583,2.9763,18.643,0,4
-0.14498,4.814,0.29481,-1.3522,-1.9522,1,-1,0.00044731,4.6785,17.298,1,10
0.43358,1.2825,-1.2187,-0.40768,-0.98869,0,-1,0.33655,10.33,5.3711,0,10
0.21301,-3.4497,0.7532,0.60749,0.78511,-2,-1,0.0026898,5.8236,11.323,1,6
-0.34323,-1.1818,0.64905,-0.87269,-1.5719,1,-1,0.96104,6.368,8.3365,0,3
0.42241,2.7725,0.80473,0.41974,-1.5408,-1,1,0.89371,3.3126,6.7134,1,5
0.44821,-2.0008,-0.60895,-1.0353,3.9759,2,1,0.0010337,4.3161,8.9509,2,5
-0.84308,-1.2868,0.25852,1.2888,3.9017,1,-1,0.66862,2.6748,6.8628,0,4
0.953,-4.5497,1.0737,-0.45411,2.2404,1,1,0.60476,5.1419,9.7102,2,9
0.87459,1.4801,-1.7623,-1.0763,1.6109,-2,1,0.10952,15.145,12.86,2,3
0.39232,-2.698,0.48655,-2.2292,1.3877,1,-1,3.5997,5.8137,7.1514,2,5
0.98787,-0.43944,0.63727,-2.7095,-0.3843,2,1,0.25694,6.0973,10.514,3,5
-0.12057,2.1687,0.045472,1.2998,-0.37845,2,1,0.40954,6.5162,6.9797,1,2
0.79269,-2.7358,-1.1093,1.7098,-3.6968,1,1,1.1889,5.3778,8.7337,2,4
-0.77481,-1.9022,1.558,2.0087,0.0028063,1,1,0.16221,8.2927,9.6261,1,5
-0.96788,-2.1929,0.71066,1.3628,-1.8819,0,1,0.010514,9.348,10.014,0,9
-0.58252,-0.66968,-0.79719,1.0758,1.3693,0,-1,0.31204,2.3392,13.277,2,7
-0.13081,-0.12005,-1.2437,-1.2289,-3.099,1,-1,0.043353,7.3883,6.7128,0,4
-0.67636,-3.0328,-0.64416,-0.03433,-0.08136,-1,1,1.3434,1.5505,18.143,2,4
0.14935,0.17958,-0.028458,0.83629,4.7165,1,-1,0.0027557,2.3642,9.834,1,5
-0.060674,-1.8643,-0.13582,2.2299,1.1757,2,-1,0.50005,8.5128,14.761,0,8
-0.66657,-4.0854,-0.11232,-3.9253,1.2495,0,1,0.20364,3.3159,4.0964,1,7
0.45187,-3.1613,-0.41092,-0.12235,0.094529,-1,1,0.025712,3.5204,3.313,2,3
0.27444,-2.5998,-0.96459,1.0683,-3.3774,1,-1,0.20219,4.0233,6.2374,0,6
0.30171,3.7992,-0.29509,-2.2223,1.9179,0,1,0.19329,4.1297,7.0116,1,5
0.55365,-4.4936,-1.2175,0.88079,-0.80914,2,-1,0.68529,4.0942,5.3401,0,3
0.33708,4.495,0.70509,-0.8953,-2.0269,-2,-1,0.12138,3.6932,13.166,2,7
0.093748,-4.0965,0.31076,2.8379,-2.5622,0,1,0.2092,5.9943,7.6719,1,11
0.49489,-1.1881,0.085467,0.63696,2.9846,1,-1,0.40987,1.5972,9.4835,1,4
0.18686,3.5671,0.99652,-1.2482,-0.82875,-2,1,0.091287,6.3898,4.5446,0,3
-0.44505,-3.23,0.87147,-2.774,1.0973,-2,1,0.10568,4.8576,4.4446,2,7
-0.309,-2.9354,2.0776,2.2453,-0.028384,1,1,0.15653,9.0872,12.057,2,6
-0.22467,4.9431,1.2403,-1.57,0.78328,1,-1,0.29031,2.2598,14.935,3,4
-0.18551,2.6004,1.3883,2.589,0.74971,1,1,0.0086199,0.89546,9.0147,0,8
0.28152,2.4151,-1.0634,-1.2386,3.2082,1,1,0.32044,1.6066,6.7675,3,5
-0.58842,-2.2687,0.71773,-0.72957,-1.0614,-2,1,1.1356,9.4348,13.118,0,12
0.17735,1.9406,0.77519,0.93958,1.7089,-1,1,0.068165,5.1061,14.618,1,3
0.94154,-1.3841,-0.38593,-3.5235,-2.7139,-1,-1,0.0016389,2.9201,3.747,1,8
-0.13227,1.9574,0.73837,-1.2032,-0.78549,-2,1,0.084192,1.5223,10.55,2,4
0.14585,2.1128,0.067617,0.89596,-3.1188,1,1,1.8566,3.9071,7.8693,1,4
0.84953,-3.6904,-0.86632,-0.67196,5.026,2,-1,0.40095,5.6868,4.5731,2,10
0.53397,3.1678,-0.78782,2.0064,-0.37549,1,-1,0.18096,2.0569,9.5629,0,6
0.80893,2.2919,-0.45895,0.17307,-0.14259,1,1,0.53768,7.0663,8.5292,1,4
0.35927,-1.3882,-0.056135,-0.062777,-0.24628,-1,-1,2.0204,6.0434,10.375,0,8
-0.84929,3.352,-1.4337,0.93417,-1.4747,-1,1,1.544,9.1646,8.019,2,6
-0.5108,4.0004,0.24678,0.43652,-2.4458,-1,-1,0.022877,2.3569,1.4945,1,12
0.99168,3.0411,1.5048,0.15362,0.29189,-1,1,1.0981,2.028,15.987,1,6
0.485,3.0921,0.66504,1.65,1.3507,-2,1,2.2091,3.2144,5.6747,1,6
0.75461,4.0274,-0.22507,0.18029,0.53366,2,1,0.64806,10.252,11.12,1,5
-0.45858,-3.5136,-2.852,-1.6394,-0.30591,-1,1,0.14427,5.9505,4.8346,0,7
-0.42028,3.0482,-0.90353,-1.9251,0.25559,1,-1,0.87257,8.453,17.59,1,3
0.30157,-3.6177,0.49603,0.35725,-2.4553,1,1,0.15012,3.88,7.4541,0,2
-0.5491,0.12405,0.059467,-0.34251,-4.8424,0,1,2.435,7.7729,7.2806,2,5
0.82261,-1.3918,0.36874,0.90535,-2.1777,1,1,0.4398,10.558,1.5228,0,7
-0.98665,-1.8111,1.5101,-1.7715,-1.3794,1,-1,0.16818,3.9746,9.3799,1,2
0.78973,1.9823,1.4376,0.57728,-2.412,1,-1,0.28984,4.1985,17.142,0,3
0.94706,-0.69462,0.075042,-0.2975,-3.5353,-2,-1,0.035818,12.279,14.519,2,7
-0.40556,3.9501,1.3215,0.44585,-4.9647,2,-1,0.37689,5.1642,13.937,1,1
0.6077,-0.31804,1.2752,-1.4968,0.012247,0,1,1.0379,6.4543,21.261,0,4
